"initial_alias","converted_alias","name","description","namespace"
"3460","IFNGR2","IFNGR2","interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]","ENTREZGENE_ACC"
"5476","CTSA","CTSA","cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]","ENTREZGENE_ACC"
"6678","SPARC","SPARC","secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]","ENTREZGENE_ACC"
"10577","NPC2","NPC2","NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]","ENTREZGENE_ACC"
"10493","VAT1","VAT1","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]","ENTREZGENE_ACC"
"87","ACTN1","ACTN1","actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]","ENTREZGENE_ACC"
"7791","ZYX","ZYX","zyxin [Source:HGNC Symbol;Acc:HGNC:13200]","ENTREZGENE_ACC"
"10095","ARPC1B","ARPC1B","actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]","ENTREZGENE_ACC"
"308","ANXA5","ANXA5","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]","ENTREZGENE_ACC"
"6281","S100A10","S100A10","S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]","ENTREZGENE_ACC"
"7076","TIMP1","TIMP1","TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]","ENTREZGENE_ACC"
"9948","WDR1","WDR1","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]","ENTREZGENE_ACC"
"8682","PEA15","PEA15","proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822]","ENTREZGENE_ACC"
"3956","LGALS1","LGALS1","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]","ENTREZGENE_ACC"
"3916","LAMP1","LAMP1","lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]","ENTREZGENE_ACC"
"967","CD63","CD63","CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]","ENTREZGENE_ACC"
"6282","S100A11","S100A11","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]","ENTREZGENE_ACC"
"301","ANXA1","ANXA1","annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]","ENTREZGENE_ACC"
"2495","FTH1","FTH1","ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]","ENTREZGENE_ACC"
"8407","TAGLN2","TAGLN2","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]","ENTREZGENE_ACC"
"2512","FTL","FTL","ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]","ENTREZGENE_ACC"
"307","ANXA4","ANXA4","annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]","ENTREZGENE_ACC"
"1200","TPP1","TPP1","tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]","ENTREZGENE_ACC"
"10109","ARPC2","ARPC2","actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]","ENTREZGENE_ACC"
"2876","GPX1","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","ENTREZGENE_ACC"
"53827","FXYD5","FXYD5","FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]","ENTREZGENE_ACC"
"1476","CSTB","CSTB","cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]","ENTREZGENE_ACC"
"822","CAPG","CAPG","capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]","ENTREZGENE_ACC"
"4245","MGAT1","MGAT1","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]","ENTREZGENE_ACC"
"2896","GRN","GRN","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]","ENTREZGENE_ACC"
"6277","S100A6","S100A6","S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]","ENTREZGENE_ACC"
"4627","MYH9","MYH9","myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]","ENTREZGENE_ACC"
"2280","FKBP1A","FKBP1A","FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]","ENTREZGENE_ACC"
"1075","CTSC","CTSC","cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]","ENTREZGENE_ACC"
"1535","CYBA","CYBA","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]","ENTREZGENE_ACC"
"5216","PFN1","PFN1","profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]","ENTREZGENE_ACC"
"2014","EMP3","EMP3","epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]","ENTREZGENE_ACC"
"960","CD44","CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","ENTREZGENE_ACC"
"7171","TPM4","TPM4","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]","ENTREZGENE_ACC"
"706","TSPO","TSPO","translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]","ENTREZGENE_ACC"
"6275","S100A4","S100A4","S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]","ENTREZGENE_ACC"
"302","ANXA2","ANXA2","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]","ENTREZGENE_ACC"
"2934","GSN","GSN","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]","ENTREZGENE_ACC"
"1508","CTSB","CTSB","cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]","ENTREZGENE_ACC"
"5660","PSAP","PSAP","prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]","ENTREZGENE_ACC"
"7431","VIM","VIM","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]","ENTREZGENE_ACC"
"10487","CAP1","CAP1","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]","ENTREZGENE_ACC"
"1192","CLIC1","CLIC1","chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]","ENTREZGENE_ACC"
"3958","LGALS3","LGALS3","galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]","ENTREZGENE_ACC"
"4267","CD99","CD99","CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]","ENTREZGENE_ACC"
"4478","MSN","MSN","moesin [Source:HGNC Symbol;Acc:HGNC:7373]","ENTREZGENE_ACC"
"9123","SLC16A3","SLC16A3","solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]","ENTREZGENE_ACC"
"84617","TUBB6","TUBB6","tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]","ENTREZGENE_ACC"
"5355","PLP2","PLP2","proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]","ENTREZGENE_ACC"
"81034","SLC25A32","SLC25A32","solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]","ENTREZGENE_ACC"
"5965","RECQL","RECQL","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]","ENTREZGENE_ACC"
"7341","SUMO1","SUMO1","small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]","ENTREZGENE_ACC"
"5706","PSMC6","PSMC6","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","ENTREZGENE_ACC"
"10988","METAP2","METAP2","methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]","ENTREZGENE_ACC"
"9801","MRPL19","MRPL19","mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]","ENTREZGENE_ACC"
"55726","INTS13","INTS13","integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]","ENTREZGENE_ACC"
"80145","THOC7","THOC7","THO complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:29874]","ENTREZGENE_ACC"
"29080","CCDC59","CCDC59","coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]","ENTREZGENE_ACC"
"51001","MTERF3","MTERF3","mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]","ENTREZGENE_ACC"
"60496","AASDHPPT","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENTREZGENE_ACC"
"5876","RABGGTB","RABGGTB","Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]","ENTREZGENE_ACC"
"6921","ELOC","ELOC","elongin C [Source:HGNC Symbol;Acc:HGNC:11617]","ENTREZGENE_ACC"
"51444","RNF138","RNF138","ring finger protein 138 [Source:HGNC Symbol;Acc:HGNC:17765]","ENTREZGENE_ACC"
"9318","COPS2","COPS2","COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]","ENTREZGENE_ACC"
"6996","TDG","TDG","thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]","ENTREZGENE_ACC"
"7884","SLBP","SLBP","stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]","ENTREZGENE_ACC"
"8669","EIF3J","EIF3J","eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]","ENTREZGENE_ACC"
"81929","SEH1L","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]","ENTREZGENE_ACC"
"5955","RCN2","RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]","ENTREZGENE_ACC"
"58478","ENOPH1","ENOPH1","enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]","ENTREZGENE_ACC"
"3066","HDAC2","HDAC2","histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]","ENTREZGENE_ACC"
"10434","LYPLA1","LYPLA1","lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]","ENTREZGENE_ACC"
"23658","LSM5","LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]","ENTREZGENE_ACC"
"80218","NAA50","NAA50","N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]","ENTREZGENE_ACC"
"10944","C11orf58","C11orf58","chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]","ENTREZGENE_ACC"
"64431","ACTR6","ACTR6","actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025]","ENTREZGENE_ACC"
"11260","XPOT","XPOT","exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]","ENTREZGENE_ACC"
"1964","EIF1AX","EIF1AX","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]","ENTREZGENE_ACC"
"26135","SERBP1","SERBP1","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]","ENTREZGENE_ACC"
"10527","IPO7","IPO7","importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]","ENTREZGENE_ACC"
"3093","UBE2K","UBE2K","ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]","ENTREZGENE_ACC"
"5440","POLR2K","POLR2K","RNA polymerase II, I and III subunit K [Source:HGNC Symbol;Acc:HGNC:9198]","ENTREZGENE_ACC"
"11335","CBX3","CBX3","chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]","ENTREZGENE_ACC"
"10480","EIF3M","EIF3M","eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]","ENTREZGENE_ACC"
"8467","SMARCA5","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]","ENTREZGENE_ACC"
"1977","EIF4E","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE_ACC"
"7336","UBE2V2","UBE2V2","ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]","ENTREZGENE_ACC"
"908","CCT6A","CCT6A","chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]","ENTREZGENE_ACC"
"1070","CETN3","CETN3","centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]","ENTREZGENE_ACC"
"8813","DPM1","DPM1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]","ENTREZGENE_ACC"
"6059","ABCE1","ABCE1","ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]","ENTREZGENE_ACC"
"6731","SRP72","SRP72","signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]","ENTREZGENE_ACC"
"10393","ANAPC10","ANAPC10","anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]","ENTREZGENE_ACC"
"51184","GPN3","GPN3","GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]","ENTREZGENE_ACC"
"79657","RPAP3","RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]","ENTREZGENE_ACC"
"10190","TXNDC9","TXNDC9","thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]","ENTREZGENE_ACC"
"8520","HAT1","HAT1","histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]","ENTREZGENE_ACC"
"5718","PSMD12","PSMD12","proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]","ENTREZGENE_ACC"
"54529","ASNSD1","ASNSD1","asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]","ENTREZGENE_ACC"
"86","ACTL6A","ACTL6A","actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]","ENTREZGENE_ACC"
"51187","RSL24D1","RSL24D1","ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]","ENTREZGENE_ACC"
"10054","UBA2","UBA2","ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]","ENTREZGENE_ACC"
"55156","ARMC1","ARMC1","armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]","ENTREZGENE_ACC"
"55832","CAND1","CAND1","cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]","ENTREZGENE_ACC"
"10605","PAIP1","PAIP1","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]","ENTREZGENE_ACC"
"5612","THAP12","THAP12","THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]","ENTREZGENE_ACC"
"9994","CASP8AP2","CASP8AP2","caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]","ENTREZGENE_ACC"
"8726","EED","EED","embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]","ENTREZGENE_ACC"
"10772","SRSF10","SRSF10","serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]","ENTREZGENE_ACC"
"4436","MSH2","MSH2","mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]","ENTREZGENE_ACC"
"23350","U2SURP","U2SURP","U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]","ENTREZGENE_ACC"
"5378","PMS1","PMS1","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]","ENTREZGENE_ACC"
"5431","POLR2B","POLR2B","RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188]","ENTREZGENE_ACC"
"11177","BAZ1A","BAZ1A","bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]","ENTREZGENE_ACC"
"10198","MPHOSPH9","MPHOSPH9","M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]","ENTREZGENE_ACC"
"5501","PPP1CC","PPP1CC","protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]","ENTREZGENE_ACC"
"9972","NUP153","NUP153","nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]","ENTREZGENE_ACC"
"10664","CTCF","CTCF","CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]","ENTREZGENE_ACC"
"10042","HMGXB4","HMGXB4","HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]","ENTREZGENE_ACC"
"9987","HNRNPDL","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]","ENTREZGENE_ACC"
"2956","MSH6","MSH6","mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]","ENTREZGENE_ACC"
"9984","THOC1","THOC1","THO complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19070]","ENTREZGENE_ACC"
"9879","DDX46","DDX46","DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]","ENTREZGENE_ACC"
"545","ATR","ATR","ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]","ENTREZGENE_ACC"
"23306","NEMP1","NEMP1","nuclear envelope integral membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29001]","ENTREZGENE_ACC"
"7913","DEK","DEK","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]","ENTREZGENE_ACC"
"9126","SMC3","SMC3","structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]","ENTREZGENE_ACC"
"5885","RAD21","RAD21","RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]","ENTREZGENE_ACC"
"11340","EXOSC8","EXOSC8","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]","ENTREZGENE_ACC"
"9184","BUB3","BUB3","BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]","ENTREZGENE_ACC"
"10951","CBX1","CBX1","chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]","ENTREZGENE_ACC"
"7013","TERF1","TERF1","telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]","ENTREZGENE_ACC"
"8880","FUBP1","FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]","ENTREZGENE_ACC"
"55746","NUP133","NUP133","nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]","ENTREZGENE_ACC"
"7705","ZNF146","ZNF146","zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]","ENTREZGENE_ACC"
"8697","CDC23","CDC23","cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]","ENTREZGENE_ACC"
"10051","SMC4","SMC4","structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]","ENTREZGENE_ACC"
"55656","INTS8","INTS8","integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]","ENTREZGENE_ACC"
"10915","TCERG1","TCERG1","transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]","ENTREZGENE_ACC"
"25842","ASF1A","ASF1A","anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]","ENTREZGENE_ACC"
"4678","NASP","NASP","nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]","ENTREZGENE_ACC"
"3189","HNRNPH3","HNRNPH3","heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]","ENTREZGENE_ACC"
"7398","USP1","USP1","ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]","ENTREZGENE_ACC"
"23244","PDS5A","PDS5A","PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]","ENTREZGENE_ACC"
"220988","HNRNPA3","HNRNPA3","heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]","ENTREZGENE_ACC"
"10236","HNRNPR","HNRNPR","heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]","ENTREZGENE_ACC"
"11168","PSIP1","PSIP1","PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]","ENTREZGENE_ACC"
"5411","PNN","PNN","pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]","ENTREZGENE_ACC"
"1479","CSTF3","CSTF3","cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]","ENTREZGENE_ACC"
"22976","PAXIP1","PAXIP1","PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624]","ENTREZGENE_ACC"
"3930","LBR","LBR","lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]","ENTREZGENE_ACC"
"26065","LSM14A","LSM14A","LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]","ENTREZGENE_ACC"
"11073","TOPBP1","TOPBP1","DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]","ENTREZGENE_ACC"
"54906","TASOR2","TASOR2","transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484]","ENTREZGENE_ACC"
"9774","BCLAF1","BCLAF1","BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]","ENTREZGENE_ACC"
"22823","MTF2","MTF2","metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]","ENTREZGENE_ACC"
"8930","MBD4","MBD4","methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]","ENTREZGENE_ACC"
"7514","XPO1","XPO1","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]","ENTREZGENE_ACC"
"4683","NBN","NBN","nibrin [Source:HGNC Symbol;Acc:HGNC:7652]","ENTREZGENE_ACC"
"9702","CEP57","CEP57","centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]","ENTREZGENE_ACC"
"55035","NOL8","NOL8","nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]","ENTREZGENE_ACC"
"55120","FANCL","FANCL","FA complementation group L [Source:HGNC Symbol;Acc:HGNC:20748]","ENTREZGENE_ACC"
"1009","CDH11","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","ENTREZGENE_ACC"
"10186","LHFPL6","LHFPL6","LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]","ENTREZGENE_ACC"
"10979","FERMT2","FERMT2","FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]","ENTREZGENE_ACC"
"1281","COL3A1","COL3A1","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]","ENTREZGENE_ACC"
"1282","COL4A1","COL4A1","collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]","ENTREZGENE_ACC"
"1289","COL5A1","COL5A1","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]","ENTREZGENE_ACC"
"1290","COL5A2","COL5A2","collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]","ENTREZGENE_ACC"
"2200","FBN1","FBN1","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]","ENTREZGENE_ACC"
"2202","EFEMP1","EFEMP1","EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]","ENTREZGENE_ACC"
"23213","SULF1","SULF1","sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]","ENTREZGENE_ACC"
"25937","WWTR1","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]","ENTREZGENE_ACC"
"29995","LMCD1","LMCD1","LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","ENTREZGENE_ACC"
"3624","INHBA","INHBA","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","ENTREZGENE_ACC"
"4015","LOX","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]","ENTREZGENE_ACC"
"4907","NT5E","NT5E","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]","ENTREZGENE_ACC"
"7414","VCL","VCL","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]","ENTREZGENE_ACC"
"7145","TNS1","TNS1","tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]","ENTREZGENE_ACC"
"11259","FILIP1L","FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]","ENTREZGENE_ACC"
"4811","NID1","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]","ENTREZGENE_ACC"
"633","BGN","BGN","biglycan [Source:HGNC Symbol;Acc:HGNC:1044]","ENTREZGENE_ACC"
"1634","DCN","DCN","decorin [Source:HGNC Symbol;Acc:HGNC:2705]","ENTREZGENE_ACC"
"5764","PTN","PTN","pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]","ENTREZGENE_ACC"
"4060","LUM","LUM","lumican [Source:HGNC Symbol;Acc:HGNC:6724]","ENTREZGENE_ACC"
"10580","SORBS1","SORBS1","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]","ENTREZGENE_ACC"
"3339","HSPG2","HSPG2","heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]","ENTREZGENE_ACC"
"10631","POSTN","POSTN","periostin [Source:HGNC Symbol;Acc:HGNC:16953]","ENTREZGENE_ACC"
"1278","COL1A2","COL1A2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]","ENTREZGENE_ACC"
"10826","FAXDC2","FAXDC2","fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]","ENTREZGENE_ACC"
"56893","UBQLN4","UBQLN4","ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]","ENTREZGENE_ACC"
"8933","RTL8C","RTL8C","retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569]","ENTREZGENE_ACC"
"23002","DAAM1","DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]","ENTREZGENE_ACC"
"1277","COL1A1","COL1A1","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]","ENTREZGENE_ACC"
"3910","LAMA4","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","ENTREZGENE_ACC"
"4638","MYLK","MYLK","myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]","ENTREZGENE_ACC"
"7837","PXDN","PXDN","peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]","ENTREZGENE_ACC"
"8614","STC2","STC2","stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]","ENTREZGENE_ACC"
"11098","PRSS23","PRSS23","serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]","ENTREZGENE_ACC"
"3371","TNC","TNC","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]","ENTREZGENE_ACC"
"285761","DCBLD1","DCBLD1","discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]","ENTREZGENE_ACC"
