"initial_alias","converted_alias","name","description","namespace"
"ENSP00000417132","BAP1","BAP1","BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]","ENSP"
"ENSP00000473391","COMMD3-BMI1","COMMD3-BMI1","COMMD3-BMI1 readthrough [Source:HGNC Symbol;Acc:HGNC:48326]","ENSP"
"ENSP00000320147","EZH2","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]","ENSP"
"ENSP00000316578","SUZ12","SUZ12","SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]","ENSP"
"ENSP00000314004","ANAPC2","ANAPC2","anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]","ENSP"
"ENSP00000420294","PHC3","PHC3","polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]","ENSP"
"ENSP00000354724","PCGF3","PCGF3","polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]","ENSP"
"ENSP00000361540","CDC20","CDC20","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]","ENSP"
"ENSP00000363322","CDC26","CDC26","cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]","ENSP"
"ENSP00000287598","BUB1B","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]","ENSP"
"ENSP00000378699","CDK1","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]","ENSP"
"ENSP00000439403","ANAPC15","ANAPC15","anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:24531]","ENSP"
"ENSP00000216133","CBX7","CBX7","chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]","ENSP"
"ENSP00000269397","CBX4","CBX4","chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]","ENSP"
"ENSP00000257118","PHC2","PHC2","polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]","ENSP"
"ENSP00000431971","SAMD1","SAMD1","sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]","ENSP"
"ENSP00000317686","ZFP42","ZFP42","ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]","ENSP"
"ENSP00000229758","FBXO5","FBXO5","F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]","ENSP"
"ENSP00000426654","ANAPC4","ANAPC4","anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]","ENSP"
"ENSP00000269197","ASXL3","ASXL3","ASXL transcriptional regulator 3 [Source:HGNC Symbol;Acc:HGNC:29357]","ENSP"
"ENSP00000269385","CBX8","CBX8","chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962]","ENSP"
"ENSP00000300093","PLK1","PLK1","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]","ENSP"
"ENSP00000355966","NEK2","NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","ENSP"
"ENSP00000233630","PCGF1","PCGF1","polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]","ENSP"
"ENSP00000404658","EZH1","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]","ENSP"
"ENSP00000261819","ANAPC5","ANAPC5","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]","ENSP"
"ENSP00000349957","ANAPC11","ANAPC11","anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]","ENSP"
"ENSP00000296509","MAD2L1","MAD2L1","mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]","ENSP"
"ENSP00000216911","AURKA","AURKA","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]","ENSP"
"ENSP00000438788","None","None","None",""
"ENSP00000358474","BRCC3","BRCC3","BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]","ENSP"
"ENSP00000363019","UBE2D1","UBE2D1","ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]","ENSP"
"ENSP00000383920","ASXL2","ASXL2","ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]","ENSP"
"ENSP00000356480","RNF2","RNF2","ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]","ENSP"
"ENSP00000365851","BMI1","BMI1","BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]","ENSP"
"ENSP00000303709","UBE2E1","UBE2E1","ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477]","ENSP"
"ENSP00000313950","AURKB","AURKB","aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]","ENSP"
"ENSP00000381840","AEBP2","AEBP2","AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]","ENSP"
"ENSP00000389381","YY2","YY2","YY2 transcription factor [Source:HGNC Symbol;Acc:HGNC:31684]","ENSP"
"ENSP00000377536","PTTG1","PTTG1","PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]","ENSP"
"ENSP00000358862","PCGF6","PCGF6","polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156]","ENSP"
"ENSP00000264552","UBE2S","UBE2S","ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]","ENSP"
"ENSP00000440674","PHC1","PHC1","polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]","ENSP"
"ENSP00000357858","BUB3","BUB3","BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]","ENSP"
"ENSP00000363787","RING1","RING1","ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]","ENSP"
"ENSP00000389445","UBAP2L","UBAP2L","ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]","ENSP"
"ENSP00000421842","ANAPC13","ANAPC13","anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]","ENSP"
"ENSP00000394394","ANAPC7","ANAPC7","anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]","ENSP"
"ENSP00000478501","ANAPC10","ANAPC10","anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]","ENSP"
"ENSP00000445704","PCGF5","PCGF5","polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]","ENSP"
"ENSP00000350512","COPS5","COPS5","COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]","ENSP"
"ENSP00000265038","ERCC8","ERCC8","ERCC excision repair 8, CSA ubiquitin ligase complex subunit [Source:HGNC Symbol;Acc:HGNC:3439]","ENSP"
"ENSP00000326804","CUL1","CUL1","cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]","ENSP"
"ENSP00000263401","COMMD9","COMMD9","COMM domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25014]","ENSP"
"ENSP00000231948","CRBN","CRBN","cereblon [Source:HGNC Symbol;Acc:HGNC:30185]","ENSP"
"ENSP00000261721","BTBD1","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","ENSP"
"ENSP00000307298","FEM1B","FEM1B","fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649]","ENSP"
"ENSP00000254337","DCAF15","DCAF15","DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]","ENSP"
"ENSP00000451235","None","None","None",""
"ENSP00000360167","DCAF12L1","DCAF12L1","DDB1 and CUL4 associated factor 12 like 1 [Source:HGNC Symbol;Acc:HGNC:29395]","ENSP"
"ENSP00000370984","COMMD8","COMMD8","COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]","ENSP"
"ENSP00000394331","COMMD5","COMMD5","COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]","ENSP"
"ENSP00000405222","DCAF8L1","DCAF8L1","DDB1 and CUL4 associated factor 8 like 1 [Source:HGNC Symbol;Acc:HGNC:31810]","ENSP"
"ENSP00000364589","CUL4A","CUL4A","cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]","ENSP"
"ENSP00000389900","DCUN1D4","DCUN1D4","defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]","ENSP"
"ENSP00000366032","COMMD3","COMMD3","COMM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23332]","ENSP"
"ENSP00000417706","DCUN1D2","DCUN1D2","defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328]","ENSP"
"ENSP00000483236","DCAF7","DCAF7","DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:HGNC:30915]","ENSP"
"ENSP00000228872","CDKN1B","CDKN1B","cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]","ENSP"
"ENSP00000384109","CUL4B","CUL4B","cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]","ENSP"
"ENSP00000267935","COMMD4","COMMD4","COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]","ENSP"
"ENSP00000299259","COPS2","COPS2","COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]","ENSP"
"ENSP00000301764","DDB1","DDB1","damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717]","ENSP"
"ENSP00000376808","CUL5","CUL5","cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]","ENSP"
"ENSP00000364404","DCAF17","DCAF17","DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]","ENSP"
"ENSP00000442318","CAND1","CAND1","cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]","ENSP"
"ENSP00000252015","TRPC4AP","TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]","ENSP"
"ENSP00000273480","RNF7","RNF7","ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]","ENSP"
"ENSP00000268717","COPS3","COPS3","COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239]","ENSP"
"ENSP00000438115","COPS7A","COPS7A","COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]","ENSP"
"ENSP00000357052","DCAF8","DCAF8","DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]","ENSP"
"ENSP00000341351","DCAF5","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]","ENSP"
"ENSP00000352928","DDA1","DDA1","DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]","ENSP"
"ENSP00000376167","GPS1","GPS1","G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]","ENSP"
"ENSP00000355114","DCAF12","DCAF12","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]","ENSP"
"ENSP00000264389","COPS4","COPS4","COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]","ENSP"
"ENSP00000292782","DCUN1D1","DCUN1D1","defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]","ENSP"
"ENSP00000419475","COMMD2","COMMD2","COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]","ENSP"
"ENSP00000260247","DCUN1D5","DCUN1D5","defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]","ENSP"
"ENSP00000346340","COPS8","COPS8","COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]","ENSP"
"ENSP00000256474","VHL","VHL","von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]","ENSP"
"ENSP00000371682","DCAF16","DCAF16","DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]","ENSP"
"ENSP00000250495","NEDD8","NEDD8","NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]","ENSP"
"ENSP00000444856","CUL2","CUL2","cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]","ENSP"
"ENSP00000365401","CCDC22","CCDC22","coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909]","ENSP"
"ENSP00000348054","COMMD6","COMMD6","COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]","ENSP"
"ENSP00000362710","COPS7B","COPS7B","COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]","ENSP"
"ENSP00000356641","COP1","COP1","COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]","ENSP"
"ENSP00000304102","COPS6","COPS6","COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:HGNC:21749]","ENSP"
"ENSP00000278980","COMMD7","COMMD7","COMM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16223]","ENSP"
"ENSP00000256996","DDB2","DDB2","damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718]","ENSP"
"ENSP00000456340","DET1","DET1","DET1 partner of COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25477]","ENSP"
"ENSP00000355958","DTL","DTL","denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]","ENSP"
"ENSP00000253023","UBE2M","UBE2M","ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]","ENSP"
"ENSP00000356814","DCAF6","DCAF6","DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]","ENSP"
"ENSP00000317971","WDTC1","WDTC1","WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]","ENSP"
"ENSP00000415556","DCAF11","DCAF11","DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]","ENSP"
"ENSP00000274458","COMMD10","COMMD10","COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]","ENSP"
"ENSP00000216225","RBX1","RBX1","ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]","ENSP"
"ENSP00000313034","FBXW5","FBXW5","F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]","ENSP"
"ENSP00000308236","COMMD1","COMMD1","copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]","ENSP"
"ENSP00000353128","DCAF12L2","DCAF12L2","DDB1 and CUL4 associated factor 12 like 2 [Source:HGNC Symbol;Acc:HGNC:32950]","ENSP"
"ENSP00000298288","LRR1","LRR1","leucine rich repeat protein 1 [Source:HGNC Symbol;Acc:HGNC:19742]","ENSP"
"ENSP00000393183","DCAF1","DCAF1","DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]","ENSP"
"ENSP00000351147","DCAF4","DCAF4","DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]","ENSP"
"ENSP00000462745","DCAF8L2","DCAF8L2","DDB1 and CUL4 associated factor 8 like 2 [Source:HGNC Symbol;Acc:HGNC:31811]","ENSP"
"ENSP00000366953","DCAF10","DCAF10","DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]","ENSP"
"ENSP00000351646","STIP1","STIP1","stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]","ENSP"
"ENSP00000355924","SMYD2","SMYD2","SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]","ENSP"
"ENSP00000392257","PPIL6","PPIL6","peptidylprolyl isomerase like 6 [Source:HGNC Symbol;Acc:HGNC:21557]","ENSP"
"ENSP00000384474","HYPK","HYPK","huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]","ENSP"
"ENSP00000409924","PTGES3L-AARSD1","PTGES3L-AARSD1","PTGES3L-AARSD1 readthrough [Source:HGNC Symbol;Acc:HGNC:43946]","ENSP"
"ENSP00000360609","HSP90AB1","HSP90AB1","heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]","ENSP"
"ENSP00000302961","HSPA4","HSPA4","heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]","ENSP"
"ENSP00000233623","TTC31","TTC31","tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]","ENSP"
"ENSP00000232978","NKTR","NKTR","natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]","ENSP"
"ENSP00000415430","GTSE1","GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]","ENSP"
"ENSP00000222005","CDC37","CDC37","cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]","ENSP"
"ENSP00000358081","BAG3","BAG3","BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]","ENSP"
"ENSP00000468057","HSPB6","HSPB6","heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]","ENSP"
"ENSP00000309124","OLR1","OLR1","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]","ENSP"
"ENSP00000303754","PPID","PPID","peptidylprolyl isomerase D [Source:HGNC Symbol;Acc:HGNC:9257]","ENSP"
"ENSP00000261707","SLC6A4","SLC6A4","solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]","ENSP"
"ENSP00000300209","EEF1AKMT3","EEF1AKMT3","EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936]","ENSP"
"ENSP00000279146","AIP","AIP","aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]","ENSP"
"ENSP00000338345","SNCA","SNCA","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]","ENSP"
"ENSP00000469880","VRK3","VRK3","VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]","ENSP"
"ENSP00000370521","AIPL1","AIPL1","aryl hydrocarbon receptor interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:359]","ENSP"
"ENSP00000350815","NR3C2","NR3C2","nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]","ENSP"
"ENSP00000420514","None","None","None",""
"ENSP00000380958","MBP","MBP","myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]","ENSP"
"ENSP00000323275","DNAAF4","DNAAF4","dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493]","ENSP"
"ENSP00000381003","TTC28","TTC28","tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]","ENSP"
"ENSP00000364204","PINK1","PINK1","PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]","ENSP"
"ENSP00000482075","PTGES3","PTGES3","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]","ENSP"
"ENSP00000406463","DNAJC7","DNAJC7","DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]","ENSP"
"ENSP00000001008","FKBP4","FKBP4","FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]","ENSP"
"ENSP00000402608","CPS1","CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]","ENSP"
"ENSP00000418770","PARK7","PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]","ENSP"
"ENSP00000377970","None","None","None",""
"ENSP00000284440","UCHL1","UCHL1","ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]","ENSP"
"ENSP00000319255","CHORDC1","CHORDC1","cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]","ENSP"
"ENSP00000367208","SUGT1","SUGT1","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]","ENSP"
"ENSP00000364802","HSPA1A","HSPA1A","heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]","ENSP"
"ENSP00000368752","PRNP","PRNP","prion protein [Source:HGNC Symbol;Acc:HGNC:9449]","ENSP"
"ENSP00000364298","FKBPL","FKBPL","FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949]","ENSP"
"ENSP00000371278","CDC37L1","CDC37L1","cell division cycle 37 like 1, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:17179]","ENSP"
"ENSP00000216218","ST13","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","ENSP"
"ENSP00000360329","TTC4","TTC4","tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]","ENSP"
"ENSP00000431512","HSF1","HSF1","heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]","ENSP"
"ENSP00000248553","HSPB1","HSPB1","heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]","ENSP"
"ENSP00000408411","LAMP2","LAMP2","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]","ENSP"
"ENSP00000347184","HTT","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","ENSP"
"ENSP00000373600","LRRK1","LRRK1","leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]","ENSP"
"ENSP00000444810","FKBP5","FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]","ENSP"
"ENSP00000361900","TOMM34","TOMM34","translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]","ENSP"
"ENSP00000433560","CRYAB","CRYAB","crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]","ENSP"
"ENSP00000386902","PTGES3L","PTGES3L","prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]","ENSP"
"ENSP00000433757","TTC12","TTC12","tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]","ENSP"
"ENSP00000414150","ERG","ERG","ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446]","ENSP"
"ENSP00000231238","TTC1","TTC1","tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]","ENSP"
"ENSP00000281938","HSPB8","HSPB8","heat shock protein family B (small) member 8 [Source:HGNC Symbol;Acc:HGNC:30171]","ENSP"
"ENSP00000246957","TRAP1","TRAP1","TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]","ENSP"
"ENSP00000221566","SGTA","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]","ENSP"
"ENSP00000362935","ITGB1BP2","ITGB1BP2","integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]","ENSP"
"ENSP00000419184","SMYD3","SMYD3","SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]","ENSP"
"ENSP00000364801","HSPA1B","HSPA1B","heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]","ENSP"
"ENSP00000335153","HSP90AA1","HSP90AA1","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]","ENSP"
"ENSP00000338814","BAG5","BAG5","BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]","ENSP"
"ENSP00000432083","HSPA8","HSPA8","heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]","ENSP"
"ENSP00000216479","AHSA1","AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]","ENSP"
"ENSP00000359727","BAG2","BAG2","BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]","ENSP"
"ENSP00000302476","HSPB2","HSPB2","heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247]","ENSP"
"ENSP00000360108","DNAJC6","DNAJC6","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]","ENSP"
"ENSP00000363079","MBL2","MBL2","mannose binding lectin 2 [Source:HGNC Symbol;Acc:HGNC:6922]","ENSP"
"ENSP00000363869","VSIG4","VSIG4","V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032]","ENSP"
"ENSP00000245907","C3","C3","complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]","ENSP"
"ENSP00000313875","CD46","CD46","CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]","ENSP"
"ENSP00000262113","MYOM2","MYOM2","myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]","ENSP"
"ENSP00000363773","C1QA","C1QA","complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]","ENSP"
"ENSP00000363770","C1QC","C1QC","complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]","ENSP"
"ENSP00000278407","SERPING1","SERPING1","serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]","ENSP"
"ENSP00000061240","TLL1","TLL1","tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]","ENSP"
"ENSP00000385035","C1S","C1S","complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]","ENSP"
"ENSP00000438615","None","None","None",""
"ENSP00000383690","MASP2","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]","ENSP"
