module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_REAC	term_id_KEGG	goslim_pir	genes
199	M1	e019_M1	protein folding in endoplasmic reticulum / Protein processing in endoplasmic reticulum / Unfolded Protein Response (UPR)	GO:0034975	REAC:R-HSA-381119	KEGG:04141	GO:0006457	ENSP00000303920;ENSP00000261735;ENSP00000299767;ENSP00000392896;ENSP00000473631;ENSP00000414398;ENSP00000320866;ENSP00000359444;ENSP00000318147;ENSP00000324173;ENSP00000247020;ENSP00000264009;ENSP00000385385;ENSP00000307235;ENSP00000480150;ENSP00000053867;ENSP00000286091;ENSP00000300289;ENSP00000298352;ENSP00000356530;ENSP00000248958;ENSP00000357440;ENSP00000263071;ENSP00000264065;ENSP00000469223;ENSP00000220616
200	M1	e019_M1	Wnt signaling pathway / Wnt signaling pathway / Regulation of FZD by ubiquitination	GO:0016055	REAC:R-HSA-4641263	KEGG:04310	GO:0050789;GO:0007154	ENSP00000261349;ENSP00000463069;ENSP00000266674;ENSP00000217260;ENSP00000349131;ENSP00000368516;ENSP00000294304;ENSP00000222747;ENSP00000304422;ENSP00000406367;ENSP00000285311;ENSP00000298892;ENSP00000443824;ENSP00000356247;ENSP00000331242;ENSP00000261758;ENSP00000348944;ENSP00000220812;ENSP00000367888;ENSP00000367202;ENSP00000482378;ENSP00000301691;ENSP00000379762;ENSP00000276659;ENSP00000363081;ENSP00000367301
201	M1	e019_M1	phosphatidylinositol phosphate biosynthetic process	GO:0046854	NA	NA	GO:0044255;GO:0006793	ENSP00000225519;ENSP00000405674;ENSP00000451145;ENSP00000285420;ENSP00000480832;ENSP00000413496;ENSP00000366534;ENSP00000393675;ENSP00000307850;ENSP00000347714;ENSP00000409225;ENSP00000403396;ENSP00000299633;ENSP00000393667;ENSP00000254624;ENSP00000384081;ENSP00000437803;ENSP00000336127;ENSP00000378320;ENSP00000261486;ENSP00000317836;ENSP00000381220;ENSP00000368648;ENSP00000481581;ENSP00000351138
202	M1	e019_M1	antigen processing and presentation of exogenous peptide antigen via MHC class II / Lysosome / Trafficking and processing of endosomal TLR	GO:0019886	REAC:R-HSA-1679131	KEGG:04142	GO:0002376	ENSP00000345672;ENSP00000345344;ENSP00000236671;ENSP00000272190;ENSP00000253719;ENSP00000350911;ENSP00000415840;ENSP00000362116;ENSP00000271651;ENSP00000221086;ENSP00000356198;ENSP00000378426;ENSP00000264595;ENSP00000220166;ENSP00000378431;ENSP00000291568;ENSP00000381448;ENSP00000311300;ENSP00000445052;ENSP00000307132;ENSP00000357981;ENSP00000341584;ENSP00000361668;ENSP00000377303;ENSP00000344907
204	M1	e019_M1	box C/D snoRNP assembly / Fatty acid biosynthesis	GO:0000492	NA	KEGG:00061	GO:0065003	ENSP00000331879;ENSP00000418823;ENSP00000040877;ENSP00000304592;ENSP00000278618;ENSP00000205214;ENSP00000280701;ENSP00000367462;ENSP00000378360;ENSP00000320324;ENSP00000359606;ENSP00000368459;ENSP00000382091;ENSP00000258415;ENSP00000484687;ENSP00000311221;ENSP00000432016;ENSP00000273962;ENSP00000354085;ENSP00000439467;ENSP00000468690;ENSP00000304286;ENSP00000430025;ENSP00000246535;ENSP00000281631
205	M1	e019_M1	ERBB signaling pathway / ErbB signaling pathway / ERBB2 Activates PTK6 Signaling	GO:0038127	REAC:R-HSA-8847993	KEGG:04012	GO:0065009;GO:0050789;GO:0036211;GO:0006793	ENSP00000424827;ENSP00000380921;ENSP00000264122;ENSP00000320092;ENSP00000230990;ENSP00000273261;ENSP00000484824;ENSP00000481675;ENSP00000267101;ENSP00000379092;ENSP00000295065;ENSP00000269571;ENSP00000269886;ENSP00000378485;ENSP00000244869;ENSP00000265171;ENSP00000366306;ENSP00000411898;ENSP00000342235;ENSP00000361214;ENSP00000275493;ENSP00000442460;ENSP00000354910;ENSP00000378367;ENSP00000384620
206	M1	e019_M1	vesicle fusion / SARS-CoV-2 modulates autophagy	GO:0006906	REAC:R-HSA-9754560	NA	GO:0016192;GO:0051641;GO:0065003;GO:0048284;GO:0016050;GO:0061024	ENSP00000348455;ENSP00000481126;ENSP00000304376;ENSP00000377027;ENSP00000314544;ENSP00000301336;ENSP00000243298;ENSP00000420127;ENSP00000296473;ENSP00000452181;ENSP00000468367;ENSP00000264601;ENSP00000267328;ENSP00000335193;ENSP00000248248;ENSP00000309457;ENSP00000369810;ENSP00000327650;ENSP00000479762;ENSP00000269221;ENSP00000325681;ENSP00000265062;ENSP00000404704;ENSP00000267199;ENSP00000220509
207	M1	e019_M1	cortical cytoskeleton organization / RHOC GTPase cycle	GO:0030865	REAC:R-HSA-9013106	NA	GO:0051258;GO:0050789;GO:0006996	ENSP00000285735;ENSP00000387266;ENSP00000318884;ENSP00000378557;ENSP00000335655;ENSP00000338671;ENSP00000239940;ENSP00000382697;ENSP00000427567;ENSP00000288670;ENSP00000329219;ENSP00000400175;ENSP00000381565;ENSP00000359552;ENSP00000321348;ENSP00000376410;ENSP00000322170;ENSP00000291906;ENSP00000479134;ENSP00000381876;ENSP00000317985;ENSP00000272233;ENSP00000367494;ENSP00000225655;ENSP00000383178
208	M1	e019_M1	axonemal dynein complex assembly	GO:0070286	NA	NA	GO:0006996;GO:0065003	ENSP00000318429;ENSP00000391692;ENSP00000287380;ENSP00000312706;ENSP00000400252;ENSP00000262442;ENSP00000265104;ENSP00000374045;ENSP00000288710;ENSP00000333363;ENSP00000391869;ENSP00000294664;ENSP00000401514;ENSP00000332592;ENSP00000310829;ENSP00000261383;ENSP00000452037;ENSP00000458355;ENSP00000216068;ENSP00000479322;ENSP00000480538;ENSP00000360065;ENSP00000311273;ENSP00000374490;ENSP00000199447
209	M1	e019_M1	neuropeptide signaling pathway / Neuroactive ligand-receptor interaction / Class A/1 (Rhodopsin-like receptors)	GO:0007218	REAC:R-HSA-373076	KEGG:04080	GO:0032501;GO:0050789	ENSP00000265643;ENSP00000449751;ENSP00000353198;ENSP00000384364;ENSP00000316244;ENSP00000354652;ENSP00000363431;ENSP00000218230;ENSP00000308479;ENSP00000329684;ENSP00000358963;ENSP00000423917;ENSP00000332591;ENSP00000243673;ENSP00000249041;ENSP00000391806;ENSP00000372059;ENSP00000337949;ENSP00000299727;ENSP00000434480;ENSP00000284674;ENSP00000363748;ENSP00000349884;ENSP00000466009
210	M1	e019_M1	innate immune response in mucosa / Staphylococcus aureus infection / Alpha-defensins	GO:0002227	REAC:R-HSA-1462054	KEGG:05150	GO:0002376;GO:0050896;GO:0044419;GO:0006865	ENSP00000328359;ENSP00000296754;ENSP00000389326;ENSP00000369699;ENSP00000357900;ENSP00000297435;ENSP00000372139;ENSP00000372136;ENSP00000329890;ENSP00000297436;ENSP00000332979;ENSP00000381588;ENSP00000436455;ENSP00000310832;ENSP00000261180;ENSP00000400376;ENSP00000346298;ENSP00000305302;ENSP00000323549;ENSP00000310631;ENSP00000283916;ENSP00000452347;ENSP00000374482;ENSP00000334223
211	M1	e019_M1	Interferon alpha/beta signaling	NA	REAC:R-HSA-909733	NA	GO:0036211	ENSP00000360883;ENSP00000298292;ENSP00000280350;ENSP00000360690;ENSP00000360891;ENSP00000266712;ENSP00000373450;ENSP00000360874;ENSP00000362386;ENSP00000360869;ENSP00000343871;ENSP00000322300;ENSP00000333018;ENSP00000357219;ENSP00000360860;ENSP00000359507;ENSP00000339449;ENSP00000362942;ENSP00000481351;ENSP00000414390;ENSP00000326424;ENSP00000356211;ENSP00000350541;ENSP00000355260
213	M1	e019_M1	tRNA modification	GO:0006400	NA	NA	GO:0006396;GO:0043412	ENSP00000007390;ENSP00000364293;ENSP00000403987;ENSP00000302801;ENSP00000380286;ENSP00000203001;ENSP00000417748;ENSP00000386636;ENSP00000333934;ENSP00000356476;ENSP00000374399;ENSP00000314441;ENSP00000381266;ENSP00000216214;ENSP00000339161;ENSP00000433343;ENSP00000216338;ENSP00000318986;ENSP00000368887;ENSP00000303584;ENSP00000355895;ENSP00000404843;ENSP00000261249;ENSP00000436621
214	M1	e019_M1	Deposition of new CENPA-containing nucleosomes at the centromere	NA	REAC:R-HSA-606279	NA	GO:0007059;GO:0065003;GO:0051276	ENSP00000362018;ENSP00000379911;ENSP00000357308;ENSP00000457810;ENSP00000290130;ENSP00000335463;ENSP00000215980;ENSP00000311513;ENSP00000281453;ENSP00000283006;ENSP00000308583;ENSP00000376168;ENSP00000337289;ENSP00000283131;ENSP00000296930;ENSP00000370214;ENSP00000220514;ENSP00000309790;ENSP00000273853;ENSP00000364737;ENSP00000414109;ENSP00000348527;ENSP00000360133;ENSP00000377007
215	M1	e019_M1	actin filament depolymerization	GO:0030042	NA	NA	GO:0051261;GO:0006996	ENSP00000439189;ENSP00000229922;ENSP00000416706;ENSP00000457991;ENSP00000316674;ENSP00000432660;ENSP00000361883;ENSP00000449428;ENSP00000387176;ENSP00000303908;ENSP00000290378;ENSP00000298159;ENSP00000336831;ENSP00000427687;ENSP00000340610;ENSP00000246069;ENSP00000392718;ENSP00000417653;ENSP00000448062;ENSP00000348163;ENSP00000360165;ENSP00000350052;ENSP00000262719;ENSP00000381581
216	M1	e019_M1	branched-chain amino acid biosynthetic process / Cysteine and methionine metabolism / Pyruvate metabolism	GO:0009082	REAC:R-HSA-70268	KEGG:00270	GO:0006520	ENSP00000359539;ENSP00000360939;ENSP00000324842;ENSP00000437783;ENSP00000385828;ENSP00000379386;ENSP00000351682;ENSP00000280706;ENSP00000306817;ENSP00000445175;ENSP00000443459;ENSP00000440246;ENSP00000325548;ENSP00000385790;ENSP00000358719;ENSP00000356903;ENSP00000361140;ENSP00000217426;ENSP00000322991;ENSP00000302393;ENSP00000380402;ENSP00000364490;ENSP00000303077;ENSP00000257549
217	M1	e019_M1	natural killer cell mediated cytotoxicity / Natural killer cell mediated cytotoxicity / DAP12 interactions	GO:0042267	REAC:R-HSA-2172127	KEGG:04650	GO:0002376;GO:0050896;GO:0001906;GO:0044419	ENSP00000246551;ENSP00000229708;ENSP00000401720;ENSP00000413079;ENSP00000266557;ENSP00000433642;ENSP00000449999;ENSP00000374125;ENSP00000356320;ENSP00000262126;ENSP00000321856;ENSP00000480609;ENSP00000240618;ENSP00000356308;ENSP00000356310;ENSP00000349709;ENSP00000245903;ENSP00000356329;ENSP00000362181;ENSP00000252229;ENSP00000376397;ENSP00000371018;ENSP00000328676
218	M1	e019_M1	Expression and Processing of Neurotrophins	NA	REAC:R-HSA-9036866	NA	GO:0051604;GO:0042445;GO:0006508;GO:0006518	ENSP00000460602;ENSP00000252593;ENSP00000473153;ENSP00000483552;ENSP00000473853;ENSP00000269025;ENSP00000393559;ENSP00000344223;ENSP00000379438;ENSP00000370767;ENSP00000295777;ENSP00000463650;ENSP00000316454;ENSP00000307958;ENSP00000325564;ENSP00000446280;ENSP00000352976;ENSP00000482760;ENSP00000308024;ENSP00000443291;ENSP00000333900;ENSP00000393474;ENSP00000350576
219	M1	e019_M1	Lipoic acid metabolism / Glyoxylate metabolism and glycine degradation	NA	REAC:R-HSA-389661	KEGG:00785	GO:0051604;GO:0006520;GO:0036211	ENSP00000360938;ENSP00000365837;ENSP00000292478;ENSP00000372445;ENSP00000384369;ENSP00000261434;ENSP00000370737;ENSP00000273588;ENSP00000319531;ENSP00000215941;ENSP00000236980;ENSP00000348064;ENSP00000272771;ENSP00000377115;ENSP00000370741;ENSP00000227474;ENSP00000373277;ENSP00000255189;ENSP00000368389;ENSP00000386711;ENSP00000309463;ENSP00000368318;ENSP00000305696
220	M1	e019_M1	quinone biosynthetic process	GO:1901663	NA	NA	GO:0042180	ENSP00000363873;ENSP00000254759;ENSP00000362027;ENSP00000355741;ENSP00000297534;ENSP00000333946;ENSP00000355517;ENSP00000288532;ENSP00000300452;ENSP00000475924;ENSP00000406933;ENSP00000358033;ENSP00000365388;ENSP00000417190;ENSP00000315118;ENSP00000322316;ENSP00000238561;ENSP00000257347;ENSP00000368664;ENSP00000263960;ENSP00000366945;ENSP00000369959;ENSP00000306528
221	M1	e019_M1	Toxicity of botulinum toxin type A (botA)	NA	REAC:R-HSA-5250968	NA	NA	ENSP00000477213;ENSP00000219689;ENSP00000365255;ENSP00000383392;ENSP00000221891;ENSP00000263574;ENSP00000420682;ENSP00000250237;ENSP00000233099;ENSP00000358142;ENSP00000362304;ENSP00000427211;ENSP00000346378;ENSP00000358590;ENSP00000384115;ENSP00000334665;ENSP00000359070;ENSP00000423541;ENSP00000326247;ENSP00000318607;ENSP00000355078;ENSP00000421917;ENSP00000477059
223	M1	e019_M1	Degradation of the extracellular matrix	NA	REAC:R-HSA-1474228	NA	NA	ENSP00000448998;ENSP00000384588;ENSP00000295006;ENSP00000246533;ENSP00000271971;ENSP00000400882;ENSP00000333551;ENSP00000355837;ENSP00000380349;ENSP00000295055;ENSP00000381758;ENSP00000317214;ENSP00000278559;ENSP00000381036;ENSP00000375844;ENSP00000219611;ENSP00000385247;ENSP00000331636;ENSP00000379157;ENSP00000258884;ENSP00000474487;ENSP00000331915;ENSP00000366430
224	M1	e019_M1	protein folding	GO:0006457	NA	NA	GO:0006457	ENSP00000263556;ENSP00000346635;ENSP00000219406;ENSP00000368646;ENSP00000379042;ENSP00000262455;ENSP00000353270;ENSP00000260118;ENSP00000323313;ENSP00000305465;ENSP00000442453;ENSP00000266397;ENSP00000281741;ENSP00000384999;ENSP00000292211;ENSP00000454322;ENSP00000349970;ENSP00000382713;ENSP00000267938;ENSP00000331691;ENSP00000480056;ENSP00000309751;ENSP00000361929
225	M1	e019_M1	muscle contraction / Regulation of actin cytoskeleton / Smooth Muscle Contraction	GO:0006936	REAC:R-HSA-445355	KEGG:04810	GO:0006936	ENSP00000223364;ENSP00000402373;ENSP00000446955;ENSP00000404570;ENSP00000325239;ENSP00000245503;ENSP00000255381;ENSP00000383023;ENSP00000379616;ENSP00000450385;ENSP00000279022;ENSP00000226207;ENSP00000223167;ENSP00000354826;ENSP00000240123;ENSP00000463559;ENSP00000360293;ENSP00000347507;ENSP00000356257;ENSP00000386857;ENSP00000470298;ENSP00000216181;ENSP00000217652
226	M1	e019_M1	cell chemotaxis / Viral protein interaction with cytokine and cytokine receptor / Chemokine receptors bind chemokines	GO:0060326	REAC:R-HSA-380108	KEGG:04061	GO:0050789;GO:0065008;GO:0002376;GO:0040011;GO:0022607	ENSP00000248114;ENSP00000259607;ENSP00000287706;ENSP00000350256;ENSP00000357927;ENSP00000480405;ENSP00000217423;ENSP00000377381;ENSP00000349967;ENSP00000305731;ENSP00000311733;ENSP00000226524;ENSP00000375086;ENSP00000385006;ENSP00000249887;ENSP00000418009;ENSP00000259631;ENSP00000308815;ENSP00000246657;ENSP00000368119;ENSP00000332504;ENSP00000302400
229	M1	e019_M1	copper ion transport / Mineral absorption	GO:0006825	NA	KEGG:04978	GO:0006811	ENSP00000430598;ENSP00000354884;ENSP00000369314;ENSP00000430620;ENSP00000264613;ENSP00000290155;ENSP00000471894;ENSP00000355467;ENSP00000367453;ENSP00000217961;ENSP00000306100;ENSP00000363329;ENSP00000249910;ENSP00000345728;ENSP00000242839;ENSP00000259392;ENSP00000264451;ENSP00000370213;ENSP00000436318;ENSP00000253047;ENSP00000261024;ENSP00000381101
230	M1	e019_M1	oligodendrocyte development / Recycling of eIF2:GDP	GO:0014003	REAC:R-HSA-72731	NA	GO:0008152;GO:0032502	ENSP00000397249;ENSP00000385025;ENSP00000296679;ENSP00000482753;ENSP00000350949;ENSP00000394316;ENSP00000266126;ENSP00000353575;ENSP00000353508;ENSP00000416250;ENSP00000365596;ENSP00000273783;ENSP00000394869;ENSP00000309092;ENSP00000304437;ENSP00000358466;ENSP00000355121;ENSP00000356991;ENSP00000282308;ENSP00000301310;ENSP00000417128;ENSP00000367359
231	M1	e019_M1	small GTPase mediated signal transduction	GO:0007264	NA	NA	GO:0050789	ENSP00000266037;ENSP00000379712;ENSP00000276440;ENSP00000245304;ENSP00000435466;ENSP00000262659;ENSP00000439601;ENSP00000353850;ENSP00000319096;ENSP00000340274;ENSP00000248901;ENSP00000260526;ENSP00000480301;ENSP00000383212;ENSP00000263635;ENSP00000311502;ENSP00000378015;ENSP00000370503;ENSP00000337732;ENSP00000387593;ENSP00000377566;ENSP00000278590
232	M1	e019_M1	vesicle tethering to Golgi	GO:0099041	NA	NA	GO:0016043	ENSP00000327821;ENSP00000263461;ENSP00000337445;ENSP00000438547;ENSP00000362372;ENSP00000287295;ENSP00000258494;ENSP00000345341;ENSP00000367024;ENSP00000287675;ENSP00000361725;ENSP00000323587;ENSP00000335082;ENSP00000420132;ENSP00000462963;ENSP00000464275;ENSP00000380605;ENSP00000269466;ENSP00000357008;ENSP00000313079;ENSP00000346981;ENSP00000357511
233	M1	e019_M1	regulation of dopamine secretion	GO:0014059	NA	NA	GO:0016192;GO:0050789;GO:0046903;GO:0015837;GO:0050896	ENSP00000020926;ENSP00000478637;ENSP00000450857;ENSP00000384615;ENSP00000456226;ENSP00000345719;ENSP00000357307;ENSP00000435365;ENSP00000356236;ENSP00000324419;ENSP00000255224;ENSP00000371394;ENSP00000228567;ENSP00000355986;ENSP00000477344;ENSP00000478933;ENSP00000340914;ENSP00000259339;ENSP00000356599;ENSP00000356584;ENSP00000360270;ENSP00000362381
234	M1	e019_M1	histone H3-K4 methylation	GO:0051568	NA	NA	GO:0036211	ENSP00000381270;ENSP00000404232;ENSP00000221455;ENSP00000295966;ENSP00000483356;ENSP00000360107;ENSP00000357079;ENSP00000262498;ENSP00000260453;ENSP00000312399;ENSP00000331044;ENSP00000330381;ENSP00000265191;ENSP00000381023;ENSP00000405405;ENSP00000316948;ENSP00000242505;ENSP00000437738;ENSP00000326519;ENSP00000361278;ENSP00000476774;ENSP00000361272
235	M1	e019_M1	leukotriene transport / Defective DHDDS causes RP59	GO:0071716	REAC:R-HSA-4755609	NA	GO:0015849;GO:0042908;GO:0006869	ENSP00000311538;ENSP00000360184;ENSP00000369618;ENSP00000361894;ENSP00000205557;ENSP00000269228;ENSP00000355964;ENSP00000365522;ENSP00000361499;ENSP00000357480;ENSP00000382342;ENSP00000226230;ENSP00000359778;ENSP00000451112;ENSP00000377424;ENSP00000285238;ENSP00000239125;ENSP00000371294;ENSP00000289547;ENSP00000362285;ENSP00000350024;ENSP00000353104
236	M1	e019_M1	G protein-coupled receptor signaling pathway / Neuroactive ligand-receptor interaction / Class B/2 (Secretin family receptors)	GO:0007186	REAC:R-HSA-373080	KEGG:04080	GO:0050789	ENSP00000256997;ENSP00000272847;ENSP00000356213;ENSP00000262178;ENSP00000430711;ENSP00000282091;ENSP00000256010;ENSP00000327246;ENSP00000230588;ENSP00000269202;ENSP00000370372;ENSP00000483721;ENSP00000251691;ENSP00000303686;ENSP00000441765;ENSP00000332812;ENSP00000303452;ENSP00000406885;ENSP00000342254;ENSP00000270631;ENSP00000359982;ENSP00000359935
237	M1	e019_M1	positive regulation of MHC class II biosynthetic process / Primary immunodeficiency	GO:0045348	NA	KEGG:05340	GO:0009059;GO:0050789	ENSP00000283928;ENSP00000192788;ENSP00000305071;ENSP00000478589;ENSP00000380494;ENSP00000485010;ENSP00000290524;ENSP00000255476;ENSP00000254325;ENSP00000299162;ENSP00000296785;ENSP00000369299;ENSP00000332208;ENSP00000453281;ENSP00000351530;ENSP00000364023;ENSP00000374359;ENSP00000371434;ENSP00000323880;ENSP00000306335;ENSP00000350552;ENSP00000306410
238	M1	e019_M1	Ras protein signal transduction / Ras signaling pathway / RAF/MAP kinase cascade	GO:0007265	REAC:R-HSA-5673001	KEGG:04014	GO:0050789	ENSP00000314709;ENSP00000286364;ENSP00000310406;ENSP00000356621;ENSP00000358548;ENSP00000340454;ENSP00000403524;ENSP00000420211;ENSP00000361120;ENSP00000290691;ENSP00000256078;ENSP00000450244;ENSP00000335029;ENSP00000256196;ENSP00000289104;ENSP00000341905;ENSP00000421981;ENSP00000407586;ENSP00000251849;ENSP00000262940;ENSP00000303192;ENSP00000290277
239	M1	e019_M1	RNA export from nucleus	GO:0006405	NA	NA	GO:0051641;GO:0015931	ENSP00000263576;ENSP00000385334;ENSP00000485586;ENSP00000361544;ENSP00000378504;ENSP00000306117;ENSP00000474182;ENSP00000380820;ENSP00000454699;ENSP00000218004;ENSP00000288071;ENSP00000219169;ENSP00000238788;ENSP00000463334;ENSP00000308622;ENSP00000381824;ENSP00000444029;ENSP00000479494;ENSP00000484645;ENSP00000428259;ENSP00000426978;ENSP00000372459
240	M1	e019_M1	ribonucleoside diphosphate metabolic process / Pyrimidine metabolism / Interconversion of nucleotide di- and triphosphates	GO:0009185	REAC:R-HSA-499943	KEGG:00240	GO:0009117	ENSP00000251810;ENSP00000356785;ENSP00000335246;ENSP00000361704;ENSP00000351520;ENSP00000365840;ENSP00000356853;ENSP00000410186;ENSP00000307674;ENSP00000401264;ENSP00000376886;ENSP00000219479;ENSP00000219302;ENSP00000346155;ENSP00000308354;ENSP00000362481;ENSP00000376889;ENSP00000353770;ENSP00000300738;ENSP00000416658;ENSP00000337060;ENSP00000361285
241	M1	e019_M1	leukocyte tethering or rolling	GO:0050901	NA	NA	GO:0007155	ENSP00000331736;ENSP00000475915;ENSP00000353238;ENSP00000310585;ENSP00000345243;ENSP00000187762;ENSP00000205061;ENSP00000199448;ENSP00000273359;ENSP00000280886;ENSP00000363824;ENSP00000301180;ENSP00000301712;ENSP00000339958;ENSP00000356630;ENSP00000483985;ENSP00000386543;ENSP00000363330;ENSP00000389466;ENSP00000318142;ENSP00000270593
242	M1	e019_M1	positive regulation of natural killer cell mediated immune response to tumor cell / Cell adhesion molecules / Nectin/Necl  trans heterodimerization	GO:0002857	REAC:R-HSA-420597	KEGG:04514	GO:0007155;GO:0050789;GO:0044419;GO:0001906;GO:0002376;GO:0050896	ENSP00000252483;ENSP00000264025;ENSP00000039989;ENSP00000316675;ENSP00000390204;ENSP00000402060;ENSP00000346484;ENSP00000265634;ENSP00000418070;ENSP00000222374;ENSP00000357106;ENSP00000384193;ENSP00000445829;ENSP00000227348;ENSP00000280200;ENSP00000387426;ENSP00000283285;ENSP00000419085;ENSP00000307549;ENSP00000353259;ENSP00000327545
243	M1	e019_M1	sister chromatid cohesion / Establishment of Sister Chromatid Cohesion	GO:0007062	REAC:R-HSA-2468052	NA	GO:0007059;GO:0051276	ENSP00000258399;ENSP00000252037;ENSP00000269214;ENSP00000262815;ENSP00000313851;ENSP00000303427;ENSP00000325290;ENSP00000386414;ENSP00000350447;ENSP00000377995;ENSP00000298767;ENSP00000385480;ENSP00000275517;ENSP00000341282;ENSP00000280358;ENSP00000361875;ENSP00000358535;ENSP00000293695;ENSP00000263026;ENSP00000358762;ENSP00000324920
244	M1	e019_M1	5-phosphoribose 1-diphosphate metabolic process / 5-Phosphoribose 1-diphosphate biosynthesis	GO:0046391	REAC:R-HSA-73843	NA	GO:0006793;GO:0006396	ENSP00000216038;ENSP00000261700;ENSP00000468424;ENSP00000361512;ENSP00000381504;ENSP00000424595;ENSP00000268835;ENSP00000417677;ENSP00000238823;ENSP00000252530;ENSP00000258457;ENSP00000380734;ENSP00000356567;ENSP00000338235;ENSP00000371073;ENSP00000367407;ENSP00000295640;ENSP00000414624;ENSP00000268676;ENSP00000386532;ENSP00000318029
