module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_KEGG	term_id_REAC	goslim_pir	genes
214	R1	e019_R1	toll-like receptor signaling pathway / Toll-like receptor signaling pathway / Trafficking and processing of endosomal TLR	GO:0002224	KEGG:04620	REAC:R-HSA-1679131	GO:0002376;GO:0050789	ENSP00000227471;ENSP00000248244;ENSP00000296795;ENSP00000312082;ENSP00000324573;ENSP00000335321;ENSP00000338727;ENSP00000342434;ENSP00000346120;ENSP00000353874;ENSP00000370034;ENSP00000375857;ENSP00000380414;ENSP00000401399;ENSP00000417078;ENSP00000417517;ENSP00000427514;ENSP00000440643
215	R1	e019_R1	regulation of cyclin-dependent protein serine/threonine kinase activity / Cell cycle / Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	GO:0000079	KEGG:04110	REAC:R-HSA-9661069	GO:0050789;GO:0007049;GO:0065009	ENSP00000227507;ENSP00000228872;ENSP00000255465;ENSP00000256442;ENSP00000257904;ENSP00000257934;ENSP00000261254;ENSP00000261845;ENSP00000262300;ENSP00000262643;ENSP00000262662;ENSP00000265734;ENSP00000266970;ENSP00000274026;ENSP00000276052;ENSP00000276925;ENSP00000288207;ENSP00000335357;ENSP00000335628;ENSP00000350633;ENSP00000357748;ENSP00000363836;ENSP00000364498;ENSP00000364976;ENSP00000365210;ENSP00000366396;ENSP00000369390;ENSP00000377224;ENSP00000377536;ENSP00000378699;ENSP00000383234;ENSP00000384849;ENSP00000400088;ENSP00000402084;ENSP00000410561;ENSP00000413720;ENSP00000418915;ENSP00000427108;ENSP00000429089;ENSP00000439244;ENSP00000449381
216	R1	e019_R1	JAK-STAT signaling pathway / Interleukin-20 family signaling	NA	KEGG:04630	REAC:R-HSA-8854691	GO:0050789;GO:0050896	ENSP00000227752;ENSP00000229134;ENSP00000264657;ENSP00000270800;ENSP00000290200;ENSP00000295600;ENSP00000296980;ENSP00000301522;ENSP00000314976;ENSP00000325663;ENSP00000327824;ENSP00000328133;ENSP00000329991;ENSP00000343000;ENSP00000356065;ENSP00000363641;ENSP00000375795;ENSP00000376765;ENSP00000409000;ENSP00000412237;ENSP00000434516;ENSP00000442424;ENSP00000462521
217	R1	e019_R1	Fat digestion and absorption / Transport of fatty acids	NA	KEGG:04975	REAC:R-HSA-804914	GO:0051179	ENSP00000228027;ENSP00000252595;ENSP00000262462
218	R1	e019_R1	bicellular tight junction assembly / Tight junction / Tight junction interactions	GO:0070830	KEGG:04530	REAC:R-HSA-420029	GO:0032502;GO:0022607;GO:0032501;GO:0007155	ENSP00000228251;ENSP00000264734;ENSP00000271636;ENSP00000281537;ENSP00000290374;ENSP00000295522;ENSP00000296387;ENSP00000323264;ENSP00000347379;ENSP00000352995;ENSP00000357005;ENSP00000378577;ENSP00000382783;ENSP00000385477;ENSP00000409544;ENSP00000438262;ENSP00000441283;ENSP00000465419
219	R1	e019_R1	G protein-coupled receptor signaling pathway / Morphine addiction / GABA B receptor activation	GO:0007186	KEGG:05032	REAC:R-HSA-977444	GO:0050789	ENSP00000228434;ENSP00000246115;ENSP00000258302;ENSP00000262494;ENSP00000295101;ENSP00000297313;ENSP00000305416;ENSP00000307259;ENSP00000312999;ENSP00000328472;ENSP00000339381;ENSP00000343027;ENSP00000356205;ENSP00000356429;ENSP00000356529;ENSP00000357067;ENSP00000358099;ENSP00000358867;ENSP00000386229;ENSP00000397181;ENSP00000433001;ENSP00000433295;ENSP00000477437;ENSP00000478892
220	R1	e019_R1	cell fate commitment / Transcriptional misregulation in cancer / RUNX1 regulates transcription of genes involved in differentiation of HSCs	GO:0045165	KEGG:05202	REAC:R-HSA-8939236	GO:0032502	ENSP00000228641;ENSP00000230658;ENSP00000257818;ENSP00000262965;ENSP00000263726;ENSP00000264824;ENSP00000290759;ENSP00000294339;ENSP00000295108;ENSP00000300305;ENSP00000305918;ENSP00000306772;ENSP00000338207;ENSP00000345681;ENSP00000356357;ENSP00000360371;ENSP00000360811;ENSP00000362717;ENSP00000365858;ENSP00000377854;ENSP00000392466;ENSP00000483921
221	R1	e019_R1	positive regulation of stem cell differentiation / Transcriptional regulation of testis differentiation	GO:2000738	NA	REAC:R-HSA-9690406	GO:0032502;GO:0050789	ENSP00000228644;ENSP00000245479;ENSP00000264638;ENSP00000269216;ENSP00000286301;ENSP00000309913;ENSP00000327513;ENSP00000334458;ENSP00000334928;ENSP00000338272;ENSP00000341170;ENSP00000356331;ENSP00000357348;ENSP00000362690;ENSP00000368253;ENSP00000377047;ENSP00000379644;ENSP00000384179;ENSP00000397863;ENSP00000398273;ENSP00000447006;ENSP00000484656
222	R1	e019_R1	negative regulation of smoothened signaling pathway / Hedgehog signaling pathway / Hedgehog 'on' state	GO:0045879	KEGG:04340	REAC:R-HSA-5632684	GO:0051641;GO:0032502;GO:0051640;GO:0006810;GO:0050789;GO:0065009	ENSP00000228682;ENSP00000249373;ENSP00000256010;ENSP00000264712;ENSP00000264956;ENSP00000266991;ENSP00000295731;ENSP00000296575;ENSP00000297261;ENSP00000298743;ENSP00000303686;ENSP00000322804;ENSP00000332353;ENSP00000342144;ENSP00000354560;ENSP00000358918;ENSP00000359532;ENSP00000361266;ENSP00000364864;ENSP00000376458;ENSP00000377836;ENSP00000379258;ENSP00000385808;ENSP00000390436;ENSP00000400312;ENSP00000418663;ENSP00000429969
223	R1	e019_R1	nuclear-transcribed mRNA poly(A) tail shortening / TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	GO:0000289	NA	REAC:R-HSA-6804115	GO:0016070;GO:0065008;GO:0050789;GO:0009057	ENSP00000229195;ENSP00000250863;ENSP00000273064;ENSP00000289382;ENSP00000290551;ENSP00000320949;ENSP00000331305;ENSP00000338173;ENSP00000341021;ENSP00000351159;ENSP00000355279;ENSP00000372067;ENSP00000377024;ENSP00000391723;ENSP00000393275;ENSP00000399862;ENSP00000406162;ENSP00000424896;ENSP00000427695;ENSP00000430493;ENSP00000437271;ENSP00000445508;ENSP00000469647;ENSP00000482128
224	R1	e019_R1	ADP signalling through P2Y purinoceptor 12	NA	NA	REAC:R-HSA-392170	GO:0050789	ENSP00000229264;ENSP00000232564;ENSP00000248150;ENSP00000248564;ENSP00000259467;ENSP00000261837;ENSP00000262406;ENSP00000294117;ENSP00000305260;ENSP00000334134;ENSP00000334851;ENSP00000355523;ENSP00000359675;ENSP00000360021;ENSP00000363411;ENSP00000371594;ENSP00000375727;ENSP00000380876;ENSP00000381339;ENSP00000381340;ENSP00000451030;ENSP00000481878
225	R1	e019_R1	endocytic recycling	GO:0032456	NA	NA	GO:0051641;GO:0016192	ENSP00000229340;ENSP00000324287;ENSP00000362727;ENSP00000393922;ENSP00000479816
226	R1	e019_R1	natural killer cell mediated cytotoxicity / Natural killer cell mediated cytotoxicity	GO:0042267	KEGG:04650	NA	GO:0001906;GO:0050896;GO:0044419;GO:0002376	ENSP00000229708;ENSP00000240618;ENSP00000246551;ENSP00000252229;ENSP00000349709;ENSP00000356308;ENSP00000356310;ENSP00000356320;ENSP00000356329;ENSP00000413079;ENSP00000480609
227	R1	e019_R1	hippo signaling / Hippo signaling pathway - multiple species / Signaling by Hippo	GO:0035329	KEGG:04392	REAC:R-HSA-2028269	GO:0050789	ENSP00000229812;ENSP00000239440;ENSP00000250559;ENSP00000289968;ENSP00000324729;ENSP00000328694;ENSP00000338864;ENSP00000344666;ENSP00000346151;ENSP00000349547;ENSP00000355923;ENSP00000358723;ENSP00000361027;ENSP00000361892;ENSP00000372035;ENSP00000373684;ENSP00000377771;ENSP00000379364;ENSP00000379366;ENSP00000390590;ENSP00000427772;ENSP00000429744;ENSP00000434033;ENSP00000437550;ENSP00000451594;ENSP00000462099
228	R1	e019_R1	Synthesis of PIPs at the late endosome membrane	NA	NA	REAC:R-HSA-1660517	GO:0044255;GO:0006793	ENSP00000230124;ENSP00000261776;ENSP00000264380
229	R1	e019_R1	phospholipid translocation	GO:0045332	NA	NA	GO:0065008;GO:0006869;GO:0061024	ENSP00000230461;ENSP00000332756;ENSP00000371070;ENSP00000371084;ENSP00000445359
230	R1	e019_R1	extracellular matrix organization / Elastic fibre formation	GO:0030198	NA	REAC:R-HSA-1566948	GO:0045229;GO:0022607;GO:0043062	ENSP00000231004;ENSP00000239462;ENSP00000261921;ENSP00000264187;ENSP00000274341;ENSP00000301873;ENSP00000305714;ENSP00000308117;ENSP00000309953;ENSP00000325527;ENSP00000331544;ENSP00000345008;ENSP00000346839;ENSP00000351807;ENSP00000356646;ENSP00000364685;ENSP00000369071;ENSP00000384169;ENSP00000386043;ENSP00000387356
231	R1	e019_R1	cytoskeleton-dependent cytokinesis	GO:0061640	NA	NA	GO:0008150	ENSP00000231524;ENSP00000258149;ENSP00000259605;ENSP00000264893;ENSP00000268138;ENSP00000268231;ENSP00000295704;ENSP00000299563;ENSP00000303398;ENSP00000311032;ENSP00000324511;ENSP00000341361;ENSP00000341524;ENSP00000343535;ENSP00000354361;ENSP00000354822;ENSP00000356150;ENSP00000367407;ENSP00000367991;ENSP00000373627;ENSP00000374501;ENSP00000379704;ENSP00000380824;ENSP00000381717;ENSP00000381992;ENSP00000391249;ENSP00000391311;ENSP00000402000;ENSP00000419851;ENSP00000479861
232	R1	e019_R1	mismatch repair / Mismatch repair / Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	GO:0006298	KEGG:03430	REAC:R-HSA-5358606	GO:0006281	ENSP00000231790;ENSP00000249910;ENSP00000263187;ENSP00000265081;ENSP00000265849;ENSP00000297792;ENSP00000301459;ENSP00000312631;ENSP00000318374;ENSP00000319052;ENSP00000321330;ENSP00000322716;ENSP00000328269;ENSP00000344782;ENSP00000348020;ENSP00000355506;ENSP00000364855;ENSP00000378235;ENSP00000383042;ENSP00000383145;ENSP00000406490;ENSP00000413929;ENSP00000479494;ENSP00000482285
233	R1	e019_R1	proteasome-mediated ubiquitin-dependent protein catabolic process / Neddylation	GO:0043161	NA	REAC:R-HSA-8951664	GO:0006508;GO:0009057	ENSP00000231948;ENSP00000242576;ENSP00000252015;ENSP00000253363;ENSP00000254337;ENSP00000256996;ENSP00000262878;ENSP00000291552;ENSP00000292879;ENSP00000294383;ENSP00000296702;ENSP00000301764;ENSP00000307863;ENSP00000313034;ENSP00000317971;ENSP00000327796;ENSP00000341351;ENSP00000351147;ENSP00000352928;ENSP00000355114;ENSP00000355958;ENSP00000356641;ENSP00000356814;ENSP00000357052;ENSP00000364404;ENSP00000366604;ENSP00000366953;ENSP00000371682;ENSP00000375133;ENSP00000381932;ENSP00000393183;ENSP00000415556;ENSP00000451235;ENSP00000456340;ENSP00000469863;ENSP00000483236;ENSP00000485022
234	R1	e019_R1	fructose 2,6-bisphosphate metabolic process / Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	GO:0006003	NA	REAC:R-HSA-9634600	NA	ENSP00000232375;ENSP00000356047;ENSP00000443319
235	R1	e019_R1	sarcomere organization / Cardiac muscle contraction / Striated Muscle Contraction	GO:0045214	KEGG:04260	REAC:R-HSA-390522	GO:0006996;GO:0050877;GO:0050879;GO:0032502;GO:0006936;GO:0022607	ENSP00000232975;ENSP00000236918;ENSP00000239926;ENSP00000278317;ENSP00000319486;ENSP00000322251;ENSP00000327145;ENSP00000341838;ENSP00000342858;ENSP00000345230;ENSP00000351022;ENSP00000352272;ENSP00000354488;ENSP00000357516;ENSP00000361636;ENSP00000367542;ENSP00000371331;ENSP00000401437;ENSP00000416387;ENSP00000443495;ENSP00000464317;ENSP00000467176
236	R1	e019_R1	calcium ion transmembrane transport / Nephrin family interactions	GO:0070588	NA	REAC:R-HSA-373753	GO:0006811;GO:0065003	ENSP00000233154;ENSP00000237596;ENSP00000262209;ENSP00000262304;ENSP00000278379;ENSP00000301365;ENSP00000331698;ENSP00000347454;ENSP00000352138;ENSP00000353331;ENSP00000356587;ENSP00000357068;ENSP00000360158;ENSP00000368190;ENSP00000372654;ENSP00000378207;ENSP00000406191;ENSP00000435466;ENSP00000459962;ENSP00000461007;ENSP00000465295
237	R1	e019_R1	response to fungus / Fc epsilon RI signaling pathway / Dectin-2 family	GO:0009620	KEGG:04664	REAC:R-HSA-5621480	GO:0050789;GO:0001816;GO:0002376;GO:0040011;GO:0022607;GO:0050896;GO:0044419	ENSP00000233668;ENSP00000246657;ENSP00000259607;ENSP00000274376;ENSP00000278888;ENSP00000289902;ENSP00000294489;ENSP00000298527;ENSP00000299663;ENSP00000299665;ENSP00000302569;ENSP00000308782;ENSP00000308815;ENSP00000311733;ENSP00000349967;ENSP00000351497;ENSP00000357097;ENSP00000364907;ENSP00000371505;ENSP00000376330;ENSP00000405338;ENSP00000418009;ENSP00000428924;ENSP00000480405
238	R1	e019_R1	interleukin-1-mediated signaling pathway / Cytokine-cytokine receptor interaction / Interleukin-1 family signaling	GO:0070498	KEGG:04060	REAC:R-HSA-446652	GO:0002376;GO:0050789;GO:0050896	ENSP00000233893;ENSP00000233954;ENSP00000256458;ENSP00000259206;ENSP00000261233;ENSP00000263339;ENSP00000263341;ENSP00000267460;ENSP00000314733;ENSP00000314807;ENSP00000315644;ENSP00000322532;ENSP00000330959;ENSP00000351789;ENSP00000358997;ENSP00000370842;ENSP00000373620;ENSP00000385828;ENSP00000386380;ENSP00000390651;ENSP00000396308;ENSP00000415139
239	R1	e019_R1	glycogen biosynthetic process / Dopaminergic synapse / Glycogen synthesis	GO:0005978	KEGG:04728	REAC:R-HSA-3322077	GO:0050789;GO:0009059;GO:0006112;GO:0036211;GO:0006793;GO:0005976	ENSP00000234038;ENSP00000234310;ENSP00000238994;ENSP00000254079;ENSP00000261195;ENSP00000261461;ENSP00000289104;ENSP00000296490;ENSP00000301242;ENSP00000305924;ENSP00000308318;ENSP00000317904;ENSP00000325074;ENSP00000326031;ENSP00000328228;ENSP00000340736;ENSP00000341779;ENSP00000345464;ENSP00000356156;ENSP00000356489;ENSP00000358464;ENSP00000360035;ENSP00000365694;ENSP00000365963;ENSP00000370555;ENSP00000378306;ENSP00000378769;ENSP00000380878;ENSP00000389168;ENSP00000405635;ENSP00000412324;ENSP00000461749;ENSP00000476755;ENSP00000477868;ENSP00000478767;ENSP00000484580
240	R1	e019_R1	excitatory chemical synaptic transmission / Glutamatergic synapse / Neurotransmitter receptors and postsynaptic signal transmission	GO:0098976	KEGG:04724	REAC:R-HSA-112314	GO:0050789;GO:0007154	ENSP00000234389;ENSP00000262895;ENSP00000263269;ENSP00000263708;ENSP00000293190;ENSP00000355155;ENSP00000360608;ENSP00000362183;ENSP00000363480;ENSP00000379818;ENSP00000382791;ENSP00000383295;ENSP00000397026;ENSP00000405963;ENSP00000435648;ENSP00000477455
241	R1	e019_R1	endoplasmic reticulum to Golgi vesicle-mediated transport / trans-Golgi Network Vesicle Budding	GO:0006888	NA	REAC:R-HSA-199992	GO:0007030;GO:0051641;GO:0016192	ENSP00000234453;ENSP00000242285;ENSP00000253083;ENSP00000258739;ENSP00000309415;ENSP00000313869;ENSP00000314499;ENSP00000314615;ENSP00000329471;ENSP00000336747;ENSP00000336923;ENSP00000354398;ENSP00000355777;ENSP00000359000;ENSP00000360108;ENSP00000377275;ENSP00000379709;ENSP00000384869;ENSP00000386918;ENSP00000387286;ENSP00000416097;ENSP00000429824;ENSP00000440005;ENSP00000441158;ENSP00000444850;ENSP00000479606
242	R1	e019_R1	protein folding / Protein processing in endoplasmic reticulum / Unfolded Protein Response (UPR)	GO:0006457	KEGG:04141	REAC:R-HSA-381119	GO:0050789;GO:0006457;GO:0050896	ENSP00000236040;ENSP00000246957;ENSP00000248958;ENSP00000264065;ENSP00000277010;ENSP00000286091;ENSP00000299767;ENSP00000300026;ENSP00000307235;ENSP00000323696;ENSP00000324173;ENSP00000342109;ENSP00000356919;ENSP00000358327;ENSP00000361926;ENSP00000362935;ENSP00000366179;ENSP00000367208;ENSP00000378294;ENSP00000389277;ENSP00000401445;ENSP00000414398;ENSP00000432799;ENSP00000480150
243	R1	e019_R1	regulation of synapse organization / NGF-stimulated transcription	GO:0050807	NA	REAC:R-HSA-9031628	GO:0032989;GO:0065008;GO:0050789	ENSP00000237654;ENSP00000256925;ENSP00000266058;ENSP00000279101;ENSP00000304250;ENSP00000310406;ENSP00000318486;ENSP00000357206;ENSP00000361423;ENSP00000419782
244	R1	e019_R1	snRNA transcription by RNA polymerase II / Viral life cycle - HIV-1 / RNA Polymerase II Transcription Elongation	GO:0042795	KEGG:03250	REAC:R-HSA-75955	GO:0006351;GO:0022607;GO:0050789;GO:0006790	ENSP00000237853;ENSP00000251588;ENSP00000252674;ENSP00000256443;ENSP00000261520;ENSP00000261900;ENSP00000262302;ENSP00000262809;ENSP00000264157;ENSP00000265343;ENSP00000273668;ENSP00000283027;ENSP00000296564;ENSP00000300030;ENSP00000307411;ENSP00000320346;ENSP00000360671;ENSP00000362361;ENSP00000369695;ENSP00000375809;ENSP00000378578;ENSP00000380054;ENSP00000381657;ENSP00000386488;ENSP00000387471;ENSP00000412698;ENSP00000418287;ENSP00000479910
245	R1	e019_R1	postsynapse organization / Protein-protein interactions at synapses	GO:0099173	NA	REAC:R-HSA-6794362	GO:0050789;GO:0007154;GO:0016043	ENSP00000238892;ENSP00000300231;ENSP00000306497;ENSP00000312535;ENSP00000345985;ENSP00000358301;ENSP00000363023;ENSP00000365272;ENSP00000370485;ENSP00000382428;ENSP00000403636;ENSP00000411124;ENSP00000450832
246	R1	e019_R1	anterior/posterior pattern specification	GO:0009952	NA	NA	GO:0032501	ENSP00000239151;ENSP00000239165;ENSP00000328928;ENSP00000399808;ENSP00000420009
247	R1	e019_R1	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target / Adherens junction / Nectin/Necl  trans heterodimerization	GO:0002860	KEGG:04520	REAC:R-HSA-420597	GO:0002376;GO:0001906;GO:0050789;GO:0050896;GO:0044419;GO:0007155	ENSP00000239666;ENSP00000242839;ENSP00000252483;ENSP00000264025;ENSP00000270349;ENSP00000280200;ENSP00000283285;ENSP00000298352;ENSP00000300900;ENSP00000310208;ENSP00000345728;ENSP00000356991;ENSP00000365569;ENSP00000367608;ENSP00000375960;ENSP00000378368;ENSP00000393557;ENSP00000402060;ENSP00000418070;ENSP00000419085;ENSP00000430598
248	R1	e019_R1	COPII-coated vesicle budding / ER to Golgi Anterograde Transport	GO:0090114	NA	REAC:R-HSA-199977	GO:0051641;GO:0016050;GO:0016192;GO:0061024	ENSP00000240851;ENSP00000260643;ENSP00000264933;ENSP00000280082;ENSP00000280551;ENSP00000285243;ENSP00000306881;ENSP00000308339;ENSP00000325827;ENSP00000338844;ENSP00000340900;ENSP00000343405;ENSP00000356230;ENSP00000358071;ENSP00000359370;ENSP00000362339;ENSP00000362807;ENSP00000373312;ENSP00000378721;ENSP00000381823;ENSP00000385432;ENSP00000405926;ENSP00000428564;ENSP00000475750
249	R1	e019_R1	microtubule cytoskeleton organization involved in mitosis / Loss of Nlp from mitotic centrosomes	GO:1902850	NA	REAC:R-HSA-380259	GO:0051640;GO:0051234;GO:0006996	ENSP00000240874;ENSP00000245304;ENSP00000278919;ENSP00000319664;ENSP00000327077;ENSP00000332116;ENSP00000333982;ENSP00000338728;ENSP00000343818;ENSP00000352572;ENSP00000355593;ENSP00000370078;ENSP00000379643;ENSP00000380378;ENSP00000387091;ENSP00000394352;ENSP00000399511
250	R1	e019_R1	protein import into peroxisome matrix / Peroxisome / Peroxisomal protein import	GO:0016558	KEGG:04146	REAC:R-HSA-9033241	GO:0044255;GO:0006082;GO:0007031;GO:0015031	ENSP00000241052;ENSP00000270142;ENSP00000287078;ENSP00000288774;ENSP00000293217;ENSP00000295030;ENSP00000302620;ENSP00000315680;ENSP00000333664;ENSP00000349016;ENSP00000349543;ENSP00000360569;ENSP00000369461;ENSP00000371554;ENSP00000391601;ENSP00000419975;ENSP00000420914;ENSP00000436318;ENSP00000446252;ENSP00000482609
251	R1	e019_R1	gap junction assembly / Gap junction assembly	GO:0016264	NA	REAC:R-HSA-190861	GO:0036211;GO:0022607;GO:0006810	ENSP00000241125;ENSP00000253814;ENSP00000264350;ENSP00000265138;ENSP00000282344;ENSP00000282412;ENSP00000282561;ENSP00000307491;ENSP00000328059;ENSP00000333266;ENSP00000343526;ENSP00000343676;ENSP00000345826;ENSP00000348521;ENSP00000355675;ENSP00000358238;ENSP00000362464;ENSP00000363134;ENSP00000368699;ENSP00000372295;ENSP00000379931;ENSP00000406084;ENSP00000407818;ENSP00000411528;ENSP00000424827;ENSP00000463752;ENSP00000484552
252	R1	e019_R1	positive regulation of multicellular organism growth / Growth hormone synthesis, secretion and action / GPCR ligand binding	GO:0040018	KEGG:04935	REAC:R-HSA-500792	GO:0040007;GO:0046903;GO:0015833;GO:0009914;GO:0050789;GO:0032501;GO:0050896	ENSP00000241256;ENSP00000267377;ENSP00000287641;ENSP00000293897;ENSP00000320180;ENSP00000327417;ENSP00000335074;ENSP00000350198;ENSP00000362716;ENSP00000366248;ENSP00000480971
253	R1	e019_R1	glutathione metabolic process / Glutathione metabolism / Glutathione conjugation	GO:0006749	KEGG:00480	REAC:R-HSA-156590	GO:0006725;GO:0006807;GO:0006805	ENSP00000241337;ENSP00000256593;ENSP00000256594;ENSP00000358851
254	R1	e019_R1	cell-cell adhesion / Adherens junctions interactions	GO:0098609	NA	REAC:R-HSA-418990	GO:0007155;GO:0016043	ENSP00000241651;ENSP00000244745;ENSP00000264012;ENSP00000264463;ENSP00000265071;ENSP00000268603;ENSP00000289746;ENSP00000311290;ENSP00000344456;ENSP00000359567;ENSP00000361467;ENSP00000363804;ENSP00000366474;ENSP00000378187;ENSP00000384638;ENSP00000389714;ENSP00000462701
255	R1	e019_R1	calcitonin family receptor signaling pathway / Vascular smooth muscle contraction / Calcitonin-like ligand receptors	GO:0097646	KEGG:04270	REAC:R-HSA-419812	GO:0002376;GO:0016192;GO:0050789;GO:0050896;GO:0044419	ENSP00000242249;ENSP00000243347;ENSP00000253796;ENSP00000254661;ENSP00000255030;ENSP00000255040;ENSP00000270879;ENSP00000271450;ENSP00000291744;ENSP00000295927;ENSP00000296280;ENSP00000309124;ENSP00000331746;ENSP00000352561;ENSP00000358165;ENSP00000360871;ENSP00000363079;ENSP00000379087;ENSP00000383690;ENSP00000386972;ENSP00000436607
256	R1	e019_R1	hippo signaling / Hippo signaling pathway - multiple species / RUNX3 regulates YAP1-mediated transcription	GO:0035329	KEGG:04392	REAC:R-HSA-8951671	GO:0050789;GO:0050896	ENSP00000242261;ENSP00000284000;ENSP00000305422;ENSP00000317817;ENSP00000320957;ENSP00000336790;ENSP00000340329;ENSP00000344352;ENSP00000345772;ENSP00000352738;ENSP00000352926;ENSP00000355568;ENSP00000359668;ENSP00000360493;ENSP00000377681;ENSP00000386165;ENSP00000387739;ENSP00000401112;ENSP00000404251;ENSP00000419465;ENSP00000424765;ENSP00000435233;ENSP00000448665;ENSP00000457411;ENSP00000467579;ENSP00000472109;ENSP00000478927
257	R1	e019_R1	positive regulation of interferon-beta production / RIG-I-like receptor signaling pathway / TRAF3-dependent IRF activation pathway	GO:0032728	KEGG:04622	REAC:R-HSA-918233	GO:0001816;GO:0002376;GO:0050789;GO:0050896;GO:0044419	ENSP00000242351;ENSP00000251642;ENSP00000257570;ENSP00000262510;ENSP00000263642;ENSP00000263904;ENSP00000323889;ENSP00000328340;ENSP00000329967;ENSP00000331288;ENSP00000342755;ENSP00000349298;ENSP00000354777;ENSP00000357297;ENSP00000363019;ENSP00000369213;ENSP00000377344;ENSP00000378360;ENSP00000379721;ENSP00000382840;ENSP00000401980;ENSP00000464030;ENSP00000471896
258	R1	e019_R1	prenylation / RAB geranylgeranylation	GO:0097354	NA	REAC:R-HSA-8873719	GO:0036211;GO:0015031	ENSP00000243298;ENSP00000255006;ENSP00000256186;ENSP00000273047;ENSP00000298910;ENSP00000305449;ENSP00000310226;ENSP00000312734;ENSP00000317473;ENSP00000317955;ENSP00000331748;ENSP00000332274;ENSP00000333547;ENSP00000337446;ENSP00000344299;ENSP00000344909;ENSP00000346139;ENSP00000353444;ENSP00000355511;ENSP00000356107;ENSP00000362946;ENSP00000369538;ENSP00000369860;ENSP00000382341;ENSP00000394071;ENSP00000447053;ENSP00000461945
259	R1	e019_R1	cilium assembly / Anchoring of the basal body to the plasma membrane	GO:0060271	NA	REAC:R-HSA-5620912	GO:0022607;GO:0006996	ENSP00000243578;ENSP00000258173;ENSP00000261499;ENSP00000304941;ENSP00000311505;ENSP00000313169;ENSP00000314116;ENSP00000356774;ENSP00000367398;ENSP00000367766;ENSP00000369257;ENSP00000376827;ENSP00000380779;ENSP00000382895;ENSP00000389998;ENSP00000403465;ENSP00000440638;ENSP00000448012;ENSP00000483364
260	R1	e019_R1	chondroitin sulfate biosynthetic process / Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate / Chondroitin sulfate biosynthesis	GO:0030206	KEGG:00532	REAC:R-HSA-2022870	GO:0019538;GO:0009059;GO:0006790	ENSP00000243776;ENSP00000254190;ENSP00000302629
261	R1	e019_R1	positive regulation of respiratory gaseous exchange / Neuroactive ligand-receptor interaction / Peptide ligand-binding receptors	GO:1903942	KEGG:04080	REAC:R-HSA-375276	GO:0050789	ENSP00000243911;ENSP00000256857;ENSP00000258042;ENSP00000290953;ENSP00000299766;ENSP00000318077;ENSP00000333821;ENSP00000344468;ENSP00000359682;ENSP00000361405;ENSP00000362108;ENSP00000369643;ENSP00000378089;ENSP00000380437;ENSP00000384092;ENSP00000394624;ENSP00000451605;ENSP00000454804
262	R1	e019_R1	regulation of establishment of cell polarity / Retrograde transport at the Trans-Golgi-Network	GO:2000114	NA	REAC:R-HSA-6811440	GO:0050789;GO:0032501	ENSP00000243918;ENSP00000261636;ENSP00000262215;ENSP00000311502;ENSP00000317985;ENSP00000345083;ENSP00000348461;ENSP00000349305;ENSP00000353850;ENSP00000354451;ENSP00000354573;ENSP00000354927;ENSP00000359910;ENSP00000361009;ENSP00000369786;ENSP00000370503;ENSP00000378015;ENSP00000417273;ENSP00000427562;ENSP00000483486;ENSP00000484121
263	R1	e019_R1	protein deneddylation / DNA Damage Recognition in GG-NER	GO:0000338	NA	REAC:R-HSA-5696394	GO:0036211;GO:0050789;GO:0006508	ENSP00000244007;ENSP00000264389;ENSP00000268717;ENSP00000291900;ENSP00000294353;ENSP00000299259;ENSP00000304102;ENSP00000304147;ENSP00000307298;ENSP00000321388;ENSP00000346340;ENSP00000350512;ENSP00000357712;ENSP00000362710;ENSP00000366249;ENSP00000370521;ENSP00000376167;ENSP00000400892;ENSP00000438115;ENSP00000444856;ENSP00000445675;ENSP00000454264
264	R1	e019_R1	regulation of sequestering of triglyceride / Regulation of lipolysis in adipocytes / Triglyceride catabolism	GO:0010889	KEGG:04923	REAC:R-HSA-163560	GO:0050789;GO:0051179;GO:0044255	ENSP00000244289;ENSP00000256104;ENSP00000300055;ENSP00000320209;ENSP00000337701;ENSP00000371272;ENSP00000373328;ENSP00000390849
265	R1	e019_R1	regulation of natural killer cell activation / Antigen processing and presentation / DAP12 interactions	GO:0032814	KEGG:04612	REAC:R-HSA-2172127	GO:0002376;GO:0001906;GO:0050789;GO:0050896;GO:0044419	ENSP00000244709;ENSP00000262629;ENSP00000310216;ENSP00000354090;ENSP00000362181;ENSP00000362205;ENSP00000365817;ENSP00000371018;ENSP00000371327;ENSP00000371328;ENSP00000371333;ENSP00000374125;ENSP00000437563;ENSP00000438038;ENSP00000449999
